date,facility,component_type,component_id,energy_consumption,efficiency_score,utilization,temperature
2025-02-02,Data Center A,Switch,S7,65.78,82.1,76.4,26.6
2025-02-02,Data Center A,Switch,S8,52.91,88.5,89.4,23.3
2025-02-02,Data Center A,Switch,S9,50.9,74.7,74.0,23.5
2025-02-02,Data Center A,Switch,S10,48.17,85.7,75.1,26.7
2025-02-02,Data Center A,Server,SRV1,129.63,74.9,59.2,24.8
2025-02-02,Data Center A,Server,SRV2,152.58,69.2,53.6,21.6
2025-02-02,Data Center A,Server,SRV3,98.6,77.3,57.4,16.2
2025-02-02,Data Center A,Server,SRV4,148.06,73.2,64.6,26.2
2025-02-02,Data Center A,Server,SRV5,154.54,84.0,25.4,24.6
2025-02-02,Data Center A,Server,SRV6,93.19,68.1,17.5,23.1
2025-02-02,Data Center A,Server,SRV7,111.14,84.1,67.3,24.1
2025-02-02,Data Center A,Server,SRV8,99.59,77.6,37.1,23.7
2025-02-02,Data Center A,Server,SRV9,101.37,80.4,63.3,23.7
2025-02-02,Data Center A,Server,SRV10,143.61,68.0,62.3,29.4
2025-02-02,Data Center A,Server,SRV11,114.01,68.0,83.4,27.8
2025-02-02,Data Center A,Server,SRV12,100.47,78.8,74.8,20.2
2025-02-02,Data Center A,Server,SRV13,88.76,72.7,21.5,26.9
2025-02-02,Data Center A,Server,SRV14,148.91,75.6,35.6,24.7
2025-02-02,Data Center A,Server,SRV15,104.69,66.9,87.6,24.6
2025-02-02,Data Center A,Server,SRV16,119.11,75.9,71.6,27.6
2025-02-02,Data Center A,Storage,ST1,86.26,75.7,86.7,22.5
2025-02-02,Data Center A,Storage,ST2,64.35,83.7,27.9,26.4
2025-02-02,Data Center A,Storage,ST3,69.52,76.0,55.8,29.6
2025-02-02,Data Center A,Storage,ST4,65.38,86.9,33.9,28.7
2025-02-02,Data Center A,Storage,ST5,54.56,74.2,50.6,20.5
2025-02-02,Data Center A,Storage,ST6,69.84,74.8,21.2,23.3
2025-02-02,Data Center A,Cooling,C1,229.87,69.8,17.4,30.8
2025-02-02,Data Center A,Cooling,C2,208.47,68.2,93.8,27.0
2025-02-02,Data Center A,Cooling,C3,186.02,67.1,37.0,22.1
2025-02-02,Data Center A,Cooling,C4,178.3,66.7,57.4,24.2
2025-02-02,Data Center B,Router,R1,76.26,78.2,13.8,24.3
2025-02-02,Data Center B,Router,R2,94.0,78.7,35.9,24.0
2025-02-02,Data Center B,Router,R3,75.67,76.3,17.6,24.4
2025-02-02,Data Center B,Router,R4,83.97,78.7,18.3,21.1
2025-02-02,Data Center B,Router,R5,98.86,79.5,84.1,22.1
2025-02-02,Data Center B,Router,R6,93.54,86.6,72.2,20.8
2025-02-02,Data Center B,Router,R7,92.12,82.3,68.3,30.6
2025-02-02,Data Center B,Router,R8,169.92,77.1,47.2,25.1
2025-02-02,Data Center B,Switch,S1,41.77,80.6,57.1,23.3
2025-02-02,Data Center B,Switch,S2,47.65,72.2,87.4,26.6
2025-02-02,Data Center B,Switch,S3,42.64,70.2,76.5,19.4
2025-02-02,Data Center B,Switch,S4,46.33,84.7,11.0,31.6
2025-02-02,Data Center B,Switch,S5,39.63,85.0,11.3,21.6
2025-02-02,Data Center B,Switch,S6,37.99,72.9,94.4,23.5
2025-02-02,Data Center B,Switch,S7,54.4,91.6,44.7,25.0
2025-02-02,Data Center B,Switch,S8,40.69,78.6,94.0,28.0
2025-02-02,Data Center B,Switch,S9,47.44,82.6,17.3,26.6
2025-02-02,Data Center B,Switch,S10,74.06,82.5,68.2,21.4
2025-02-02,Data Center B,Server,SRV1,133.75,78.3,40.7,23.6
2025-02-02,Data Center B,Server,SRV2,109.72,78.0,28.7,22.3
2025-02-02,Data Center B,Server,SRV3,117.04,73.6,39.7,22.8
2025-02-02,Data Center B,Server,SRV4,144.8,76.3,42.8,22.5
2025-02-02,Data Center B,Server,SRV5,118.44,79.3,39.7,24.8
2025-02-02,Data Center B,Server,SRV6,99.17,72.1,34.7,25.7
2025-02-02,Data Center B,Server,SRV7,111.9,72.2,91.9,27.5
2025-02-02,Data Center B,Server,SRV8,128.05,72.8,31.8,22.1
2025-02-02,Data Center B,Server,SRV9,85.47,79.7,94.0,27.9
2025-02-02,Data Center B,Server,SRV10,99.64,78.2,39.5,21.6
2025-02-02,Data Center B,Server,SRV11,104.39,64.3,21.9,23.6
2025-02-02,Data Center B,Server,SRV12,106.57,80.4,82.7,26.3
2025-02-02,Data Center B,Server,SRV13,122.68,76.0,89.6,24.0
2025-02-02,Data Center B,Server,SRV14,92.45,78.8,12.6,25.1
2025-02-02,Data Center B,Server,SRV15,123.79,78.7,12.2,25.0
2025-02-02,Data Center B,Server,SRV16,113.43,74.5,89.6,26.4
2025-02-02,Data Center B,Storage,ST1,53.62,79.1,94.5,21.2
2025-02-02,Data Center B,Storage,ST2,113.35,80.4,63.8,27.0
2025-02-02,Data Center B,Storage,ST3,68.48,84.1,37.5,26.7
2025-02-02,Data Center B,Storage,ST4,81.06,72.2,18.0,21.2
2025-02-02,Data Center B,Storage,ST5,85.29,91.0,21.8,25.0
2025-02-02,Data Center B,Storage,ST6,68.32,82.7,57.0,17.9
2025-02-02,Data Center B,Cooling,C1,205.39,70.6,12.1,26.5
2025-02-02,Data Center B,Cooling,C2,174.2,60.9,46.0,24.5
2025-02-02,Data Center B,Cooling,C3,202.12,62.3,68.0,28.8
2025-02-02,Data Center B,Cooling,C4,130.69,73.0,16.0,27.0
2025-02-02,Edge Location C,Router,R1,62.56,79.1,61.3,23.5
2025-02-02,Edge Location C,Router,R2,60.54,78.3,89.3,25.4
2025-02-02,Edge Location C,Router,R3,62.07,76.1,20.8,27.6
2025-02-02,Edge Location C,Router,R4,64.27,73.9,92.3,21.4
2025-02-02,Edge Location C,Router,R5,57.22,81.6,23.7,22.4
2025-02-02,Edge Location C,Router,R6,55.8,79.2,32.0,27.3
2025-02-02,Edge Location C,Router,R7,63.6,80.1,64.8,26.9
2025-02-02,Edge Location C,Router,R8,69.23,75.4,81.8,21.2
2025-02-02,Edge Location C,Switch,S1,30.48,84.7,83.1,19.5
2025-02-02,Edge Location C,Switch,S2,26.69,72.9,58.1,20.2
2025-02-02,Edge Location C,Switch,S3,33.54,86.1,14.2,23.1
2025-02-02,Edge Location C,Switch,S4,28.7,81.9,54.6,24.4
2025-02-02,Edge Location C,Switch,S5,27.5,84.8,55.0,24.8
2025-02-02,Edge Location C,Switch,S6,31.25,95.2,73.6,22.4
2025-02-02,Edge Location C,Switch,S7,32.27,84.7,83.1,21.7
2025-02-02,Edge Location C,Switch,S8,40.44,77.0,77.6,24.2
2025-02-02,Edge Location C,Switch,S9,38.52,83.5,55.8,26.0
2025-02-02,Edge Location C,Switch,S10,29.54,81.1,82.9,23.6
2025-02-02,Edge Location C,Server,SRV1,90.67,67.3,45.5,20.3
2025-02-02,Edge Location C,Server,SRV2,87.27,73.7,60.2,20.9
2025-02-02,Edge Location C,Server,SRV3,94.83,72.6,20.2,22.4
2025-02-02,Edge Location C,Server,SRV4,70.88,76.2,13.5,25.9
2025-02-02,Edge Location C,Server,SRV5,82.89,65.0,36.8,19.5
2025-02-02,Edge Location C,Server,SRV6,174.7,72.9,21.0,21.8
2025-02-02,Edge Location C,Server,SRV7,94.8,74.9,47.5,28.1
2025-02-02,Edge Location C,Server,SRV8,97.52,74.1,53.7,26.5
2025-02-02,Edge Location C,Server,SRV9,87.65,84.6,37.0,23.6
2025-02-02,Edge Location C,Server,SRV10,74.07,76.5,85.9,21.4
2025-02-02,Edge Location C,Server,SRV11,70.44,71.7,68.8,23.4
2025-02-02,Edge Location C,Server,SRV12,73.67,84.6,58.2,27.6
2025-02-02,Edge Location C,Server,SRV13,77.14,80.2,94.2,27.9
2025-02-02,Edge Location C,Server,SRV14,78.85,76.5,12.2,23.6
2025-02-02,Edge Location C,Server,SRV15,83.9,67.5,63.5,25.3
2025-02-02,Edge Location C,Server,SRV16,56.19,80.3,30.9,30.6
2025-02-02,Edge Location C,Storage,ST1,47.82,80.8,72.8,23.8
2025-02-02,Edge Location C,Storage,ST2,36.15,69.1,94.5,24.3
2025-02-02,Edge Location C,Storage,ST3,59.34,72.7,64.2,29.6
2025-02-02,Edge Location C,Storage,ST4,62.82,81.1,82.2,26.8
2025-02-02,Edge Location C,Storage,ST5,52.31,76.9,67.9,20.8
2025-02-02,Edge Location C,Storage,ST6,52.65,82.3,72.7,18.9
2025-02-02,Edge Location C,Cooling,C1,128.2,60.8,35.1,24.1
2025-02-02,Edge Location C,Cooling,C2,139.55,65.5,41.9,21.1
2025-02-02,Edge Location C,Cooling,C3,165.6,71.7,61.1,24.4
2025-02-02,Edge Location C,Cooling,C4,130.54,64.0,62.7,20.4
2025-02-02,Edge Location D,Router,R1,49.33,80.8,65.0,18.6
2025-02-02,Edge Location D,Router,R2,35.83,77.9,55.3,25.0
2025-02-02,Edge Location D,Router,R3,53.32,70.4,27.2,18.1
2025-02-02,Edge Location D,Router,R4,62.36,80.4,38.9,25.5
2025-02-02,Edge Location D,Router,R5,53.43,88.4,14.8,22.7
2025-02-02,Edge Location D,Router,R6,56.09,81.0,67.7,21.2
2025-02-02,Edge Location D,Router,R7,67.28,80.2,76.0,22.8
2025-02-02,Edge Location D,Router,R8,40.75,86.7,68.8,22.2
2025-02-02,Edge Location D,Switch,S1,23.66,87.6,41.2,23.5
2025-02-02,Edge Location D,Switch,S2,29.83,83.8,47.2,24.7
2025-02-02,Edge Location D,Switch,S3,23.86,72.4,65.6,26.8
2025-02-02,Edge Location D,Switch,S4,28.5,87.6,86.5,23.9
2025-02-02,Edge Location D,Switch,S5,26.03,82.1,59.9,26.2
2025-02-02,Edge Location D,Switch,S6,31.29,81.5,80.8,23.6
2025-02-02,Edge Location D,Switch,S7,31.51,85.1,83.5,18.1
2025-02-02,Edge Location D,Switch,S8,28.8,75.0,75.5,27.5
2025-02-02,Edge Location D,Switch,S9,28.44,81.1,52.3,20.3
2025-02-02,Edge Location D,Switch,S10,28.18,83.8,25.7,25.8
2025-02-02,Edge Location D,Server,SRV1,74.09,65.4,76.5,22.6
2025-02-02,Edge Location D,Server,SRV2,70.68,77.4,58.9,21.4
2025-02-02,Edge Location D,Server,SRV3,73.44,75.2,10.0,27.6
2025-02-02,Edge Location D,Server,SRV4,61.49,79.5,57.2,24.6
2025-02-02,Edge Location D,Server,SRV5,85.19,80.6,85.5,25.5
2025-02-02,Edge Location D,Server,SRV6,63.97,81.7,39.8,21.6
2025-02-02,Edge Location D,Server,SRV7,63.55,71.8,31.9,21.6
2025-02-02,Edge Location D,Server,SRV8,54.33,67.9,80.4,19.8
2025-02-02,Edge Location D,Server,SRV9,62.5,71.2,69.6,23.6
2025-02-02,Edge Location D,Server,SRV10,69.44,78.7,34.6,20.3
2025-02-02,Edge Location D,Server,SRV11,75.56,87.4,32.7,28.6
2025-02-02,Edge Location D,Server,SRV12,86.24,75.9,16.3,24.1
2025-02-02,Edge Location D,Server,SRV13,93.91,74.6,76.2,22.7
2025-02-02,Edge Location D,Server,SRV14,87.19,71.1,54.4,24.0
2025-02-02,Edge Location D,Server,SRV15,40.83,70.6,40.7,25.7
2025-02-02,Edge Location D,Server,SRV16,65.75,67.6,65.8,26.3
2025-02-02,Edge Location D,Storage,ST1,28.17,86.2,45.3,25.7
2025-02-02,Edge Location D,Storage,ST2,48.56,76.2,58.1,24.2
2025-02-02,Edge Location D,Storage,ST3,47.23,69.4,64.8,27.6
2025-02-02,Edge Location D,Storage,ST4,50.97,82.5,44.7,20.5
2025-02-02,Edge Location D,Storage,ST5,40.26,81.7,57.5,18.8
2025-02-02,Edge Location D,Storage,ST6,43.45,80.8,83.4,21.4
2025-02-02,Edge Location D,Cooling,C1,124.35,67.2,42.8,24.8
2025-02-02,Edge Location D,Cooling,C2,113.05,64.8,86.3,24.9
2025-02-02,Edge Location D,Cooling,C3,106.67,63.9,41.6,27.4
2025-02-02,Edge Location D,Cooling,C4,91.33,56.3,76.6,25.9
2025-02-03,Data Center A,Router,R1,119.38,68.4,77.3,20.4
2025-02-03,Data Center A,Router,R2,121.23,80.6,56.6,19.2
2025-02-03,Data Center A,Router,R3,129.19,72.5,13.7,29.3
2025-02-03,Data Center A,Router,R4,86.74,78.5,64.9,21.9
2025-02-03,Data Center A,Router,R5,105.39,73.3,79.7,24.7
2025-02-03,Data Center A,Router,R6,90.0,80.5,35.5,26.9
2025-02-03,Data Center A,Router,R7,122.7,81.7,15.7,24.2
2025-02-03,Data Center A,Router,R8,110.75,81.0,56.3,25.5
2025-02-03,Data Center A,Switch,S1,69.64,76.1,67.4,23.5
2025-02-03,Data Center A,Switch,S2,64.54,85.6,36.4,25.2
2025-02-03,Data Center A,Switch,S3,55.51,86.9,15.9,27.9
2025-02-03,Data Center A,Switch,S4,70.25,84.5,72.4,24.7
2025-02-03,Data Center A,Switch,S5,59.42,84.7,32.4,19.9
2025-02-03,Data Center A,Switch,S6,51.31,80.9,87.9,26.1
2025-02-03,Data Center A,Switch,S7,69.92,80.8,36.5,17.5
2025-02-03,Data Center A,Switch,S8,46.9,77.6,38.6,22.2
2025-02-03,Data Center A,Switch,S9,47.32,89.7,93.9,22.0
2025-02-03,Data Center A,Switch,S10,39.9,89.5,28.5,21.9
2025-02-03,Data Center A,Server,SRV1,149.16,69.2,63.0,25.6
2025-02-03,Data Center A,Server,SRV2,101.06,70.6,40.8,20.8
2025-02-03,Data Center A,Server,SRV3,208.07,75.1,90.8,24.1
2025-02-03,Data Center A,Server,SRV4,158.42,82.3,89.0,21.4
2025-02-03,Data Center A,Server,SRV5,182.42,78.7,37.3,26.3
2025-02-03,Data Center A,Server,SRV6,176.48,83.0,79.4,24.7
2025-02-03,Data Center A,Server,SRV7,185.86,72.1,29.9,21.4
2025-02-03,Data Center A,Server,SRV8,174.13,79.2,13.0,24.5
2025-02-03,Data Center A,Server,SRV9,160.53,81.5,81.7,25.0
2025-02-03,Data Center A,Server,SRV10,170.92,72.3,30.6,21.3
2025-02-03,Data Center A,Server,SRV11,143.81,77.3,84.7,26.1
2025-02-03,Data Center A,Server,SRV12,169.0,67.2,10.8,21.8
2025-02-03,Data Center A,Server,SRV13,140.25,67.7,58.2,22.5
2025-02-03,Data Center A,Server,SRV14,156.85,78.8,51.3,25.6
2025-02-03,Data Center A,Server,SRV15,246.84,84.4,58.0,24.4
2025-02-03,Data Center A,Server,SRV16,175.52,70.5,77.7,22.7
2025-02-03,Data Center A,Storage,ST1,84.24,83.2,59.5,24.0
2025-02-03,Data Center A,Storage,ST2,79.37,87.4,12.5,24.1
2025-02-03,Data Center A,Storage,ST3,63.6,80.0,87.9,22.9
2025-02-03,Data Center A,Storage,ST4,76.45,95.8,90.3,23.2
2025-02-03,Data Center A,Storage,ST5,114.2,70.2,37.3,27.4
2025-02-03,Data Center A,Storage,ST6,104.11,80.1,40.3,20.2
2025-02-03,Data Center A,Cooling,C1,281.72,65.0,89.9,25.7
2025-02-03,Data Center A,Cooling,C2,259.66,77.8,77.1,22.8
2025-02-03,Data Center A,Cooling,C3,194.86,66.9,56.6,25.4
2025-02-03,Data Center A,Cooling,C4,256.98,63.1,90.4,31.3
2025-02-03,Data Center B,Router,R1,88.99,74.7,22.6,20.6
2025-02-03,Data Center B,Router,R2,120.33,71.5,92.9,29.5
2025-02-03,Data Center B,Router,R3,99.3,73.1,63.6,21.5
2025-02-03,Data Center B,Router,R4,100.79,69.0,48.0,21.1
2025-02-03,Data Center B,Router,R5,100.23,77.2,24.2,22.9
2025-02-03,Data Center B,Router,R6,83.2,77.5,66.5,25.0
2025-02-03,Data Center B,Router,R7,110.12,75.9,37.7,31.7
2025-02-03,Data Center B,Router,R8,99.96,77.1,88.4,21.3
2025-02-03,Data Center B,Switch,S1,56.98,87.0,19.5,22.1
2025-02-03,Data Center B,Switch,S2,48.58,80.5,20.7,29.1
2025-02-03,Data Center B,Switch,S3,45.0,80.9,24.2,29.8
2025-02-03,Data Center B,Switch,S4,53.53,82.6,14.6,21.7
2025-02-03,Data Center B,Switch,S5,67.27,84.6,51.5,23.8
2025-02-03,Data Center B,Switch,S6,61.37,84.4,65.5,21.6
2025-02-03,Data Center B,Switch,S7,49.41,80.0,46.3,23.2
2025-02-03,Data Center B,Switch,S8,59.3,85.8,81.8,19.2
2025-02-03,Data Center B,Switch,S9,61.13,81.0,69.0,21.3
2025-02-03,Data Center B,Switch,S10,62.74,79.8,86.6,23.6
2025-02-03,Data Center B,Server,SRV1,126.37,79.0,78.2,29.6
2025-02-03,Data Center B,Server,SRV2,159.94,69.6,77.6,23.2
2025-02-03,Data Center B,Server,SRV3,174.63,74.1,28.4,25.6
2025-02-03,Data Center B,Server,SRV4,130.8,73.9,56.7,16.3
2025-02-03,Data Center B,Server,SRV5,132.74,68.3,43.0,20.1
2025-02-03,Data Center B,Server,SRV6,146.63,67.5,94.9,21.6
2025-02-03,Data Center B,Server,SRV7,151.14,71.9,81.4,23.4
2025-02-03,Data Center B,Server,SRV8,163.74,72.0,36.8,22.8
2025-02-03,Data Center B,Server,SRV9,122.97,66.7,44.9,21.0
2025-02-03,Data Center B,Server,SRV10,327.57,71.5,21.4,23.8
2025-02-03,Data Center B,Server,SRV11,111.61,75.3,24.7,23.9
2025-02-03,Data Center B,Server,SRV12,138.39,67.9,11.4,27.9
2025-02-03,Data Center B,Server,SRV13,114.57,74.6,59.6,23.3
2025-02-03,Data Center B,Server,SRV14,143.73,80.7,32.1,24.9
2025-02-03,Data Center B,Server,SRV15,128.49,76.6,65.8,22.4
2025-02-03,Data Center B,Server,SRV16,167.58,69.3,84.5,28.0
2025-02-03,Data Center B,Storage,ST1,113.71,80.7,48.5,22.6
2025-02-03,Data Center B,Storage,ST2,95.71,80.1,41.2,24.1
2025-02-03,Data Center B,Storage,ST3,92.67,75.0,46.0,24.6
2025-02-03,Data Center B,Storage,ST4,75.48,87.3,51.4,27.3
2025-02-03,Data Center B,Storage,ST5,80.88,70.3,10.1,27.0
2025-02-03,Data Center B,Storage,ST6,98.44,84.8,76.7,22.7
2025-02-03,Data Center B,Cooling,C1,219.72,65.1,17.4,21.2
2025-02-03,Data Center B,Cooling,C2,140.73,59.5,83.6,25.3
2025-02-03,Data Center B,Cooling,C3,531.36,65.6,45.1,29.1
2025-02-03,Data Center B,Cooling,C4,221.05,68.3,54.3,21.1
2025-02-03,Edge Location C,Router,R1,74.44,70.1,68.8,28.4
2025-02-03,Edge Location C,Router,R2,82.6,68.2,18.7,21.8
2025-02-03,Edge Location C,Router,R3,69.5,77.0,78.6,19.3
2025-02-03,Edge Location C,Router,R4,69.45,81.7,32.0,19.7
2025-02-03,Edge Location C,Router,R5,100.71,79.2,36.7,20.8
2025-02-03,Edge Location C,Router,R6,82.41,73.1,28.5,20.3
2025-02-03,Edge Location C,Router,R7,73.01,77.4,83.1,26.2
2025-02-03,Edge Location C,Router,R8,79.76,70.4,71.3,23.2
2025-02-03,Edge Location C,Switch,S1,39.85,81.7,13.4,23.4
2025-02-03,Edge Location C,Switch,S2,37.64,74.2,75.6,19.1
2025-02-03,Edge Location C,Switch,S3,39.21,81.3,58.6,24.5
2025-02-03,Edge Location C,Switch,S4,39.04,76.4,37.4,18.4
2025-02-03,Edge Location C,Switch,S5,27.44,87.4,86.9,27.3
2025-02-03,Edge Location C,Switch,S6,33.55,74.4,73.9,22.9
2025-02-03,Edge Location C,Switch,S7,40.07,87.0,79.1,25.2
2025-02-03,Edge Location C,Switch,S8,34.56,88.4,81.5,30.3
2025-02-03,Edge Location C,Switch,S9,44.54,83.8,44.7,25.0
2025-02-03,Edge Location C,Switch,S10,34.21,82.5,19.8,21.7
2025-02-03,Edge Location C,Server,SRV1,121.12,83.2,16.9,18.7
2025-02-03,Edge Location C,Server,SRV2,107.02,76.6,77.3,26.0
2025-02-03,Edge Location C,Server,SRV3,90.85,69.9,62.3,24.4
2025-02-03,Edge Location C,Server,SRV4,81.37,78.2,13.6,20.5
2025-02-03,Edge Location C,Server,SRV5,123.64,69.0,28.9,25.1
2025-02-03,Edge Location C,Server,SRV6,118.97,71.9,58.8,20.6
2025-02-03,Edge Location C,Server,SRV7,105.58,68.9,50.5,28.2
2025-02-03,Edge Location C,Server,SRV8,100.92,73.2,36.7,22.0
2025-02-03,Edge Location C,Server,SRV9,130.76,84.0,77.2,22.2
2025-02-03,Edge Location C,Server,SRV10,123.67,83.9,42.9,26.0
2025-02-03,Edge Location C,Server,SRV11,83.79,86.4,12.1,22.3
2025-02-03,Edge Location C,Server,SRV12,131.89,81.4,63.9,19.7
2025-02-03,Edge Location C,Server,SRV13,97.26,70.7,25.6,23.8
2025-02-03,Edge Location C,Server,SRV14,85.81,67.2,78.4,27.4
2025-02-03,Edge Location C,Server,SRV15,78.75,82.0,15.6,24.6
2025-02-03,Edge Location C,Server,SRV16,107.07,68.8,22.4,21.0
2025-02-03,Edge Location C,Storage,ST1,51.81,72.7,83.6,26.3
2025-02-03,Edge Location C,Storage,ST2,74.14,79.1,38.5,29.1
2025-02-03,Edge Location C,Storage,ST3,71.18,74.2,59.4,25.3
2025-02-03,Edge Location C,Storage,ST4,65.63,80.7,30.4,26.0
2025-02-03,Edge Location C,Storage,ST5,64.84,72.8,16.2,28.1
2025-02-03,Edge Location C,Storage,ST6,67.17,78.5,33.3,21.4
2025-02-03,Edge Location C,Cooling,C1,146.38,62.2,61.9,27.4
2025-02-03,Edge Location C,Cooling,C2,185.0,64.4,84.6,25.4
2025-02-03,Edge Location C,Cooling,C3,142.53,71.0,68.0,22.7
2025-02-03,Edge Location C,Cooling,C4,142.25,67.6,60.4,24.7
2025-02-03,Edge Location D,Router,R1,54.03,83.5,47.2,23.1
2025-02-03,Edge Location D,Router,R2,76.36,84.6,91.1,23.1
2025-02-03,Edge Location D,Router,R3,63.16,67.8,86.1,21.0
2025-02-03,Edge Location D,Router,R4,65.92,67.1,25.9,28.0
2025-02-03,Edge Location D,Router,R5,66.31,77.7,88.1,26.7
2025-02-03,Edge Location D,Router,R6,70.8,75.1,70.1,24.5
2025-02-03,Edge Location D,Router,R7,80.56,78.9,28.4,22.0
2025-02-03,Edge Location D,Router,R8,74.52,73.9,23.4,25.7
2025-02-03,Edge Location D,Switch,S1,41.42,83.0,81.5,25.0
2025-02-03,Edge Location D,Switch,S2,41.82,81.4,32.4,22.8
2025-02-03,Edge Location D,Switch,S3,33.23,76.7,72.0,26.4
2025-02-03,Edge Location D,Switch,S4,35.96,82.3,10.1,21.9
2025-02-03,Edge Location D,Switch,S5,35.14,89.4,40.8,20.8
2025-02-03,Edge Location D,Switch,S6,39.1,76.0,76.2,24.1
2025-02-03,Edge Location D,Switch,S7,32.37,80.6,40.4,20.4
2025-02-03,Edge Location D,Switch,S8,29.18,80.1,20.5,25.3
2025-02-03,Edge Location D,Switch,S9,41.11,84.6,10.6,28.7
2025-02-03,Edge Location D,Switch,S10,31.95,82.9,34.6,22.7
2025-02-03,Edge Location D,Server,SRV1,92.99,71.0,72.6,26.1
2025-02-03,Edge Location D,Server,SRV2,100.08,84.5,42.5,23.1
2025-02-03,Edge Location D,Server,SRV3,117.7,88.0,63.0,28.0
2025-02-03,Edge Location D,Server,SRV4,89.58,74.9,69.7,21.0
2025-02-03,Edge Location D,Server,SRV5,93.52,67.3,58.6,23.7
2025-02-03,Edge Location D,Server,SRV6,93.09,73.9,40.9,32.1
2025-02-03,Edge Location D,Server,SRV7,90.12,77.9,58.3,17.8
2025-02-03,Edge Location D,Server,SRV8,128.55,74.5,54.9,26.6
2025-02-03,Edge Location D,Server,SRV9,85.66,76.0,53.6,27.5
2025-02-03,Edge Location D,Server,SRV10,102.83,81.1,32.0,22.7
2025-02-03,Edge Location D,Server,SRV11,83.08,76.5,18.1,19.6
2025-02-03,Edge Location D,Server,SRV12,107.77,66.3,21.1,19.9
2025-02-03,Edge Location D,Server,SRV13,80.52,78.6,43.0,23.2
2025-02-03,Edge Location D,Server,SRV14,208.39,69.8,30.0,24.2
2025-02-03,Edge Location D,Server,SRV15,137.11,69.6,13.2,24.0
2025-02-03,Edge Location D,Server,SRV16,68.95,74.7,66.9,23.8
2025-02-03,Edge Location D,Storage,ST1,66.13,72.7,93.9,24.2
2025-02-03,Edge Location D,Storage,ST2,36.33,79.5,42.1,21.4
2025-02-03,Edge Location D,Storage,ST3,48.72,87.3,51.6,22.9
2025-02-03,Edge Location D,Storage,ST4,59.36,81.2,34.8,19.1
2025-02-03,Edge Location D,Storage,ST5,56.55,83.9,89.5,24.6
2025-02-03,Edge Location D,Storage,ST6,70.95,74.8,41.2,24.6
2025-02-03,Edge Location D,Cooling,C1,154.98,64.6,84.4,21.6
2025-02-03,Edge Location D,Cooling,C2,162.47,63.1,78.5,20.1
2025-02-03,Edge Location D,Cooling,C3,164.18,67.0,73.7,24.6
2025-02-03,Edge Location D,Cooling,C4,110.37,59.5,40.7,24.5
2025-02-04,Data Center A,Router,R1,125.05,87.6,53.4,19.9
2025-02-04,Data Center A,Router,R2,91.4,76.6,29.6,22.2
2025-02-04,Data Center A,Router,R3,124.13,71.8,24.5,23.1
2025-02-04,Data Center A,Router,R4,130.77,76.4,28.7,22.4
2025-02-04,Data Center A,Router,R5,123.47,82.0,75.4,24.4
2025-02-04,Data Center A,Router,R6,123.36,79.5,38.3,20.5
2025-02-04,Data Center A,Router,R7,117.16,81.9,10.5,15.6
2025-02-04,Data Center A,Router,R8,112.76,79.3,67.0,23.8
2025-02-04,Data Center A,Switch,S1,65.66,83.2,26.8,22.7
2025-02-04,Data Center A,Switch,S2,63.7,83.2,49.8,21.6
2025-02-04,Data Center A,Switch,S3,73.38,87.3,35.0,24.6
2025-02-04,Data Center A,Switch,S4,71.15,91.9,20.6,24.9
2025-02-04,Data Center A,Switch,S5,70.4,79.2,51.9,28.4
2025-02-04,Data Center A,Switch,S6,70.16,80.5,70.1,27.0
2025-02-04,Data Center A,Switch,S7,51.89,87.3,83.5,27.0
2025-02-04,Data Center A,Switch,S8,49.36,87.4,68.7,23.4
2025-02-04,Data Center A,Switch,S9,49.67,85.3,46.9,26.2
2025-02-04,Data Center A,Switch,S10,73.06,80.7,72.6,18.2
2025-02-04,Data Center A,Server,SRV1,158.74,83.5,34.9,26.4
2025-02-04,Data Center A,Server,SRV2,143.2,85.1,92.0,22.8
2025-02-04,Data Center A,Server,SRV3,183.6,79.3,83.3,23.8
2025-02-04,Data Center A,Server,SRV4,174.98,85.2,75.9,22.5
2025-02-04,Data Center A,Server,SRV5,157.27,80.4,93.6,21.8
2025-02-04,Data Center A,Server,SRV6,143.36,73.1,34.9,20.4
2025-02-04,Data Center A,Server,SRV7,167.29,69.0,49.3,25.8
2025-02-04,Data Center A,Server,SRV8,143.78,68.8,46.9,21.7
2025-02-04,Data Center A,Server,SRV9,207.03,63.1,86.9,22.6
2025-02-04,Data Center A,Server,SRV10,162.89,76.3,43.2,22.5
2025-02-04,Data Center A,Server,SRV11,133.41,63.2,26.8,23.6
2025-02-04,Data Center A,Server,SRV12,178.41,71.3,22.2,26.1
2025-02-04,Data Center A,Server,SRV13,205.64,78.5,65.8,23.8
2025-02-04,Data Center A,Server,SRV14,135.81,76.5,93.6,23.6
2025-02-04,Data Center A,Server,SRV15,110.96,81.3,14.7,23.8
2025-02-04,Data Center A,Server,SRV16,126.31,79.6,69.9,25.7
2025-02-04,Data Center A,Storage,ST1,107.82,79.2,32.1,21.8
2025-02-04,Data Center A,Storage,ST2,93.28,83.0,87.2,23.6
2025-02-04,Data Center A,Storage,ST3,77.48,79.5,42.1,26.5
2025-02-04,Data Center A,Storage,ST4,118.38,83.5,51.7,26.1
2025-02-04,Data Center A,Storage,ST5,77.06,83.9,44.4,22.7
2025-02-04,Data Center A,Storage,ST6,124.79,83.5,16.8,28.3
